instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
51574,Kari Jobe,Forever - Live,1isQMKYmpvJ4tOP8R2qkWr,58,0.0193,0.248,409987,0.697,9.50E-06,G#,0.443,-5.862,Major,0.0413,144.197,4-Apr,0.116,Alternative
51575,empty_field,King Of The World,0QTvfsf7Z7vGVDh2vyLZpG,53,0.105,0.528,216400,0.59,0,F#,0.104,-6.682,Major,0.0352,118.031,4-Apr,0.106,Alternative
51576,The Wonder Years,Sister Cities,5FA9XC36IlV9bnhMqqzNc9,45,2.59E-05,0.255,181000,0.872,0.00013,G,0.0347,-4.371,Major,0.085,179.78,4-Apr,0.381,Alternative
51577,empty_field,Open Your Eyes,41TyJj4kyCPUtyv48ouNvM,53,0.000284,0.179,-1,0.904,1.13E-06,D,0.36,-3.95,Major,0.0806,162.271,4-Apr,0.347,Alternative
51578,Turnover,Super Natural,40c7mmWXsl4ntetgMLzCjs,57,0.206,0.651,257860,0.664,0.202,F,0.0977,-7.929,Major,0.0282,121.025,4-Apr,0.559,Alternative
51579,MGMT,Electric Feel,68K0qD0VDqdm0eWXsGqnvM,74,0.0714,0.763,229640,0.807,0.28,C#,0.348,-3.714,Major,0.035,103.038,3-Apr,0.559,Alternative
51580,empty_field,Pieces of What,6V5jaWMZhdHZXVdZwmkblV,46,0.0672,0.572,163773,0.756,6.26E-05,E,0.383,-6.634,Minor,0.0287,108.014,4-Apr,0.727,Alternative
51581,empty_field,Wait,7iOLqvjnlcJcbeSOyxD8I5,47,0.752,0.49,182404,0.344,0.019,G,0.14,-10.674,Major,0.0826,115.087,4-Apr,0.374,Alternative
51582,Viktor Vaughn,Saliva,2lRLztiDYGalEXM4HImx3p,43,0.133,0.623,148827,0.633,0,C#,0.34,-8.094,Minor,0.512,92.983,4-Apr,0.873,Alternative
51583,Sturgill Simpson,Life Ain't Fair and the World Is Mean,5xwKCPdE3kyU0XwqfbyQsx,47,0.142,0.637,126467,0.821,0.0349,B,0.261,-5.065,Minor,0.0342,104.34,4-Apr,0.734,Alternative
51584,empty_field,"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix",0ATTmFuWxOBGBTYQiWTfbC,56,0.211,0.547,289147,0.6,0,A#,0.145,-7.546,Minor,0.351,89.041,4-Apr,0.49,Alternative
51585,Never Shout Never,first dance,7BiS5iuDWLOeAl9gxQ9gJ3,41,0.26,0.738,129289,0.817,0,F,0.218,-4.19,Major,0.157,100.109,4-Apr,0.733,Alternative
51586,empty_field,Dirty Money,6IGIcLvIy7g1SFeDTkihCd,42,0.437,0.622,-1,0.876,1.22E-05,C,0.119,-3.801,Major,0.0343,87.989,4-Apr,0.552,Alternative
51587,The Strokes,Taken for a Fool,2WRp1ZLzbQfQN5jmTUEfKG,54,0.00595,0.57,203240,0.89,0.0112,F,0.226,-4.447,Major,0.0559,137.04,4-Apr,0.885,Alternative
51588,Pete Rock,Grown Man Sport,2xRyZfWe9bnRfH1ZfhYO98,55,0.478,0.801,276373,0.757,1.32E-05,G,0.163,-8.01,Major,0.316,88.025,4-Apr,0.607,Alternative
51589,Dave B.,CPU LUV,6dcgcciPlpMMsJ1mzxnjHM,45,0.135,0.761,152493,0.772,0,C,0.0645,-4.289,Major,0.215,145.884,4-Apr,0.599,Alternative
51590,Seether,Stoke The Fire,1dYo6OFnDvp41BeEnApTB6,44,3.25E-05,0.441,224813,0.845,0.00253,E,0.0724,-4.643,Major,0.0481,147.943,4-Apr,0.208,Alternative
51591,Breaking Benjamin,Breakdown,5XN9jwDlXAZ8j5nMcK7S1d,47,8.75E-05,0.604,216107,0.839,0.00508,A,0.0951,-4.455,Major,0.0402,122.973,4-Apr,0.208,Alternative
51592,Smino,MF GROOVE (with Ravyn Lenae),7ueKsUZbIyXlu9dQeplzAL,46,0.416,0.651,246960,0.44,0.000401,A,0.0817,-9.942,Minor,0.195,78.77,4-Apr,0.421,Alternative
51593,A Tribe Called Quest,Jazz (We've Got),0Bq363sHSJeBXXTicIbe8V,54,0.719,0.822,250240,0.479,4.42E-05,B,0.124,-15.962,Major,0.271,92.461,4-Apr,0.72,Alternative
51594,Live,"White, Discussion",4cccAiLlpo0ElbjH2t909O,10,0.000981,0.441,367640,0.937,0.00745,G#,0.385,-4.92,Minor,0.0523,95.452,4-Apr,0.366,Alternative
51595,empty_field,North Pole,04gU4Y8iJa0BF35Nov6HyS,45,0.45,0.599,260612,0.451,0,E,0.38,-11.657,Minor,0.382,?,4-Apr,0.492,Alternative
51596,We As Human,We Fall Apart,0jMo6rlrSGVRIipK0isKFL,39,0.174,0.482,-1,0.544,0,C,0.131,-7.217,Major,0.0283,119.957,4-Apr,0.404,Alternative
51597,empty_field,Never Wrong,0c81djsFYx69xCaNx4NHfH,48,0.000931,0.629,213053,0.996,0.000284,G,0.314,-3.268,Major,0.088,104.974,4-Apr,0.348,Alternative
51598,empty_field,Fat Lip,17VqvI9BZMkNXneoslRpk8,70,0.000618,0.574,178267,0.911,0,A,0.0769,-5.176,Major,0.0715,?,4-Apr,0.573,Alternative
51599,KALEO,Way Down We Go - Recorded at Spotify Studios NYC,7EXKTP70Kxnd2q01kVYXm8,57,0.63,0.602,193297,0.459,0.000165,G#,0.146,-7.167,Minor,0.036,86.38,4-Apr,0.366,Alternative
51600,empty_field,You Know You're Right,4iMvhikzBaRPxmlI2Uo9Kj,57,0.0407,0.289,217000,0.716,0.00123,F,0.135,-6.53,Minor,0.106,168.049,4-Apr,0.344,Alternative
51601,empty_field,An Honest Mistake,7qTLJz0uI6HDVzBykiOVm3,58,3.76E-06,0.454,219707,0.882,0.663,D,0.107,-4.254,Minor,0.0294,?,4-Apr,0.613,Alternative
51602,Ravyn Lenae,Moon Shoes,02DGz57a3TK3jNiibbnxaK,46,0.438,0.491,167747,0.636,0.0248,A,0.132,-6.926,Major,0.0614,109.639,5-Apr,0.277,Alternative
51603,Modest Mouse,The World At Large,0FWTdaLKDdMYJYh5U4XlhF,56,0.0961,0.523,272507,0.477,0.000106,F#,0.101,-9.076,Major,0.0254,76.973,4-Apr,0.249,Alternative
51604,HELLYEAH,Moth,34rewruIlLznqAQp2HJGup,52,0.000446,0.241,291132,0.923,0,G#,0.22,-3.495,Major,0.0529,?,3-Apr,0.451,Alternative
51605,empty_field,New Genius (Brother),3UHuJt2WkLxGdbxn36T9vc,38,0.121,0.557,239987,0.785,0.00535,G,0.181,-7.37,Major,0.0398,168.988,3-Apr,0.497,Alternative
51606,empty_field,Luna - Live,5OjikWoeVs69UUe0VVx3b3,64,0.123,0.223,280400,0.459,0.00142,A,0.741,-9.327,Minor,0.0317,180.06,3-Apr,0.151,Alternative
51607,Earl Sweatshirt,Off Top,2aw0uxVuDcKMVFJWtUUPrm,45,0.103,0.584,106507,0.638,0,C#,0.161,-5.945,Major,0.289,75.992,4-Apr,0.379,Alternative
51608,R.LUM.R,Close Enough,6PDkYQEcH3OAV3q1wgGNbI,42,0.0279,0.696,167759,0.61,0.000595,C,0.257,-7.462,Major,0.0622,99.98,4-Apr,0.403,Alternative
51609,Third Eye Blind,Slow Motion - 2006 Remastered Version,4qP9TYTygazTpIWtk29mdm,39,0.779,0.679,273787,0.238,0.000106,D#,0.118,-12.103,Major,0.0303,110.985,4-Apr,0.129,Alternative
51610,Yuna,Amy,0SjnBEHZVXgCKvOrpvzL2k,46,0.722,0.714,201120,0.544,0.000386,A,0.104,-8.871,Minor,0.272,85.012,4-Apr,0.445,Alternative
51611,Breaking Benjamin,Hopeless,5wQvuU2N00M6TpXudWbf6J,47,0.000322,0.363,-1,0.98,0.0223,G#,0.0861,-4.335,Major,0.0678,171.002,4-Apr,0.362,Alternative
51612,Five Finger Death Punch,Coming Down,09JTQI5hUTuIPvdRLhs4Mn,55,0.000619,0.31,241227,0.991,0,C#,0.11,-2.927,Minor,0.488,76.372,4-Apr,0.187,Alternative
51613,Stone Temple Pilots,Meadow,7ByYSGDbbmd1EjFlsNLegc,47,0.000529,0.499,208147,0.889,0.00341,A,0.281,-4.154,Major,0.0385,126.975,4-Apr,0.488,Alternative
51614,tobi lou,Txt Me,1lpjuCmK1R2z4oUe9ytNYy,41,0.36,0.835,247144,0.507,0,D#,0.104,-8.469,Minor,0.125,110.046,4-Apr,0.651,Alternative
51615,empty_field,Everybody's Watching Me (Uh Oh),3jonrSfDYisR7r7pReY9VV,49,0.0904,0.491,-1,0.944,0.565,E,0.0963,-2.879,Minor,0.0558,150.105,4-Apr,0.493,Alternative
51616,Big Daddy Weave,My Story,3cRgSjJPQy1hV8Vuu3X3e1,50,0.0156,0.574,278320,0.712,0,C,0.103,-6.791,Major,0.0352,140.012,4-Apr,0.262,Alternative
51617,Coheed and Cambria,True Ugly,70YmqZ9F9BPsh9ftkqcNDo,41,0.000219,0.459,326107,0.979,1.60E-05,A,0.106,-4.042,Minor,0.0855,150.003,3-Apr,0.402,Alternative
51618,Noname,Yesterday,4Jl0YUQP67FcP7ItuR1VUT,50,0.488,0.464,189510,0.539,0.00022,F,0.063,-8.701,Major,0.394,173.661,4-Apr,0.473,Alternative
51619,Matthew Dear,Bad Ones (feat. Tegan and Sara),4OqlMMluU6knK0AcWNla8i,52,0.00693,0.769,-1,0.511,0.0885,B,0.223,-8.357,Major,0.0402,104.003,4-Apr,0.0399,Alternative
51620,The Decemberists,Severed,4bLCPfBLKlqiONo6TALTh5,47,0.00219,0.605,243800,0.789,0.0178,E,0.127,-7.035,Minor,0.0338,136.041,4-Apr,0.434,Alternative
51621,Benny The Butcher,Took the Money to the Plug's House,4am1gcD1rrK5WKsEB09Yju,46,0.673,0.651,200000,0.702,0,A#,0.253,-8.87,Minor,0.364,81.041,4-Apr,0.772,Alternative
51622,Dounia,SAW IT FIRST,2Xb6wJYGi0QXwURw5WWvI5,45,0.0189,0.665,180614,0.872,0.0191,F#,0.112,-5.606,Minor,0.0598,106.008,4-Apr,0.309,Alternative
51623,Sturgill Simpson,The Storm,1wUK07oKzfRSx37CjaQ7cR,42,0.0446,0.47,242147,0.552,0.0328,C,0.641,-6.885,Major,0.0272,106.92,4-Apr,0.206,Alternative
51624,The Knocks,Kiss The Sky (feat. Wyclef Jean),4bElef2DtJhpp0M9dRLDPY,48,0.000238,0.687,215320,0.861,0.0161,F,0.26,-3.757,Major,0.0451,100.015,4-Apr,0.377,Alternative
51625,Basement,Promise Everything,0UPsdEgJx6ypkfFUxD3ZHh,43,2.67E-05,0.3,157080,0.957,1.58E-05,E,0.266,-5.993,Major,0.112,76.256,4-Apr,0.352,Alternative
51626,empty_field,Sorry for Now,6RlALaDj1jNYsxpGeQXT78,59,0.00995,0.608,-1,0.584,0,C#,0.203,-6.652,Major,0.0352,94.956,4-Apr,0.251,Alternative
51627,Tiny Moving Parts,Sundress,50F69bMtzUSD8aYh8qVHXd,40,0.00389,0.344,179733,0.842,0,G#,0.285,-5.871,Major,0.0602,159.732,4-Apr,0.425,Alternative
51628,empty_field,Landslide,53S5rCt8LFsocU95QXoK1X,47,0.905,0.424,190173,0.217,0.0204,A#,0.143,-15.066,Major,0.0319,111.648,3-Apr,0.356,Alternative
51629,Sturgill Simpson,Keep It Between The Lines,4VtukF9tmtIIoMBbqUb5p0,49,0.316,0.595,241147,0.756,0.00196,D,0.349,-5.302,Major,0.0481,87.584,4-Apr,0.833,Alternative
51630,empty_field,Mi Buen Amor,3kBtl3NsCqDSqSEZ29BMeh,66,0.557,0.4,-1,0.541,2.13E-05,G,0.136,-4.527,Major,0.0274,99.343,3-Apr,0.268,Alternative
51631,Reignwolf,Over & Over,2KuavTdtEAK4eG2paNQnW7,51,0.0169,0.476,-1,0.861,0.000287,A#,0.237,-7.358,Minor,0.5,?,4-Apr,0.0861,Alternative
51632,empty_field,Best to You,2Se6vKr55KFWQUwtqRqV08,56,0.181,0.658,225748,0.785,0.00223,C,0.724,-8.513,Major,0.036,125.015,4-Apr,0.345,Alternative
51633,Red Hot Chili Peppers,Universally Speaking,0W4XqAeh2BFaTT7UIX7XZa,57,0.0887,0.558,256960,0.924,0.00326,D,0.263,-2.312,Major,0.0367,117.111,4-Apr,0.344,Alternative
51634,Berhana,Brooklyn Drugs,2jjFo90fZtQrhPNrwRxN0C,40,0.817,0.46,185093,0.328,1.23E-05,C,0.371,-12.415,Minor,0.292,151.66,5-Apr,0.486,Alternative
51635,empty_field,KAYTRANADA_WAITIN_115 BPM,6gpai6xL08vD5mQ4fXTwxL,46,0.131,0.622,304700,0.674,0,F#,0.402,-7.097,Minor,0.0719,114.958,4-Apr,0.438,Alternative
51636,MARINA,No More Suckers,35fC3Wq3slX4OBfyvBVmHm,51,0.0623,0.67,-1,0.62,0,F#,0.117,-5.158,Minor,0.0439,91.955,4-Apr,0.582,Alternative
51637,Stone Temple Pilots,Big Empty,12hILvBRJrvuZp0oUnQGxT,55,0.0347,0.335,293987,0.716,0,G,0.107,-7.02,Major,0.0404,121.761,4-Apr,0.303,Alternative
51638,empty_field,Without You,2AoXzmimyz5fzGroJzVLSC,42,0.234,0.401,228907,0.454,8.97E-06,F#,0.177,-7.448,Major,0.0295,?,4-Apr,0.175,Alternative
51639,empty_field,E.Y.T.Y.K.,1rgSYycFDJQL4NIX1ujYFi,43,0.243,0.529,224973,0.797,0,E,0.0508,-4.529,Major,0.0386,154.05,4-Apr,0.436,Alternative
51640,empty_field,Song In My Soul (feat. Hollyn),7qUoDTmVj07qUf6ZBDhWKl,42,0.131,0.276,231400,0.522,0,G,0.126,-6.018,Major,0.0483,77.055,4-Apr,0.279,Alternative
51641,Two Door Cinema Club,Satellite,68Zd8ttzaIn7K6MZLNfZkM,48,0.00293,0.709,-1,0.734,0.136,C,0.0899,-6.75,Major,0.0394,127.995,4-Apr,0.96,Alternative
51642,Evanescence,All That I Am Living For,2tFqsVTZZA4Ny6LRgtzOL5,46,0.0121,0.514,228707,0.809,0,D#,0.0763,-4.396,Minor,0.0617,136.881,4-Apr,0.385,Alternative
51643,Hollywood Undead,Apologize,4T027tddM7js0zJoDTlYux,45,0.0442,0.601,207227,0.799,0,D,0.0671,-4.095,Major,0.115,177.92,4-Apr,0.58,Alternative
51644,empty_field,In the Meantime,3clX2NMmjaAHmBjeTSa9vV,59,0.083,0.269,299507,0.895,0.00266,A,0.153,-6.382,Major,0.118,?,4-Apr,0.16,Alternative
51645,empty_field,Only In Dreams,5AcIUryA9l8hesseQVmxdz,50,0.00192,0.509,479067,0.556,0.53,C#,0.111,-8.883,Major,0.0254,?,4-Apr,0.44,Alternative
51646,Jay Wile,Honest,1gB7qtssuV9OCnlUnqhoYh,46,0.899,0.432,202116,0.268,0,F#,0.14,-11.673,Minor,0.0364,111.418,4-Apr,0.34,Alternative
51647,empty_field,Take Out the Gunman,5dbU8pvlG9XJ3b5A7mY4sD,50,0.000478,0.569,-1,0.766,0.00363,F,0.0968,-6.329,Major,0.108,84.956,4-Apr,0.471,Alternative
51648,The Neighbourhood,Stuck with Me,1Gvb2qDyodCVORCiSvFXkD,59,0.018,0.538,-1,0.742,0.014,A,0.152,-6.365,Minor,0.0521,165.951,4-Apr,0.425,Alternative
51649,Stone Temple Pilots,Vasoline,7BnJoLoOxYrNxzo6Hs0J7k,58,0.00141,0.297,174760,0.989,0.000167,A#,0.0911,-4.945,Major,0.111,?,4-Apr,0.323,Alternative
51650,Sturgill Simpson,Time After All,4waC7rBHna2Yl2ODGJjSwv,38,0.0113,0.656,157587,0.715,0.000194,C,0.219,-5.388,Major,0.0299,104.679,4-Apr,0.401,Alternative
51651,Artifacts,C'Mon wit da Git Down,3pweoIyahl0KMMYx3z6MkS,57,0.109,0.651,244307,0.61,1.10E-05,A,0.169,-6.078,Minor,0.312,166.079,4-Apr,0.741,Alternative
51652,Shay Lia,Voodoo,3huV7eiNpaQlCB3LbZi9bB,47,0.341,0.714,196950,0.585,8.12E-06,F#,0.133,-6.916,Minor,0.0891,105.024,4-Apr,0.317,Alternative
51653,Culture Abuse,Bee Kind To The Bugs,1k18nxjYj8R5iz82Ap7GEY,40,0.00146,0.57,-1,0.827,0.182,C,0.612,-4.132,Major,0.03,102.964,4-Apr,0.498,Alternative
51654,empty_field,12:51,0hdmJOHLKr5EHiOLjjrllI,55,0.312,0.452,153133,0.889,0.8,E,0.558,-3.838,Major,0.0379,145.056,4-Apr,0.591,Alternative
51655,Alice In Chains,"No Excuses - Live at the Majestic Theatre, Brooklyn, NY - April 1996",2OaPyH3JLuft6iuNFHFJl0,48,0.146,0.601,297427,0.77,0.00195,D#,0.802,-7.447,Major,0.0415,121.067,4-Apr,0.723,Alternative
51656,Slipknot,Snuff,0hxy93CbIX7Hd5WXaVjx5R,66,0.012,0.544,276147,0.69,0.0095,F#,0.0615,-5.723,Minor,0.0425,123.962,4-Apr,0.219,Alternative
51657,Pharoahe Monch,Simon Says,6vzRpOC0JpkWIwd9M5N2a9,53,0.17,0.664,173159,0.916,1.67E-05,C#,0.164,-3.888,Major,0.473,93.134,4-Apr,0.559,Alternative
51658,Run The Jewels,Close Your Eyes (And Count To Fuck),7hDSwIHPKIXt5fC99qrzOM,57,0.0123,0.678,-1,0.662,0,C#,0.133,-6.473,Major,0.3,80.318,4-Apr,0.498,Alternative
51659,Bomba Estéreo,To My Love - Tainy Remix,0u4htORODiTK9vHVA89MQX,71,0.129,0.764,251773,0.59,0.00847,G,0.0851,-4.292,Major,0.0395,99.996,4-Apr,0.281,Alternative
51660,A Perfect Circle,Thinking Of You,3n2A6l4UayVe3GGKCvfQWV,43,6.33E-05,0.562,274573,0.872,0.451,F#,0.167,-7.202,Minor,0.0551,150.206,4-Apr,0.646,Alternative
51661,ELHAE,Needs,6v8BjpWJ2pgzUiHpuf11wE,55,0.661,0.51,205640,0.331,0,B,0.123,-13.073,Minor,0.0895,124.657,4-Apr,0.225,Alternative
51662,empty_field,ZEIG DICH,4WcgfJRhF4gCGHbpucxype,73,0.00108,0.545,255845,0.942,0.0246,C,0.0585,-4.283,Minor,0.0417,165.066,4-Apr,0.365,Alternative
51663,311,Good Feeling,3BUKPSbAh41Sl9jOl5mLMm,50,0.00127,0.687,203913,0.898,0.000444,E,0.0743,-3.926,Minor,0.0464,100.014,4-Apr,0.436,Alternative
51664,Alice In Chains,Again,6Nm8h73ycDG2saCnZV8poF,47,0.000707,0.55,245000,0.868,0.0245,G,0.121,-6.243,Major,0.0461,123.153,4-Apr,0.405,Alternative
51665,empty_field,Curls,7rcRN78BJz1IdllKJP1oB8,51,0.272,0.533,95507,0.724,6.28E-06,G,0.118,-8.954,Minor,0.31,89.861,4-Apr,0.505,Alternative
51666,Seasons After,Cry Little Sister,1ImXYUuw6epKO9WreZ6dYP,41,0.000154,0.467,242720,0.828,0.00971,D,0.0943,-6.792,Minor,0.0566,155.134,4-Apr,0.338,Alternative
51667,Radiohead,No Surprises,6OBQRIi2374w2bh7yFwq4Z,67,0.0577,0.255,229120,0.393,0.00361,F,0.113,-10.654,Major,0.0278,?,4-Apr,0.118,Alternative
51668,X Ambassadors,SHADOWS,6NAYNalMV664dvrEcQMXOL,49,0.0495,0.589,-1,0.616,3.88E-06,A#,0.106,-7.35,Major,0.053,133.844,4-Apr,0.328,Alternative
51669,Jeff Rosenstock,Nausea,09WxJCWFMWAxTHBLLelpDS,45,0.375,0.445,-1,0.747,3.48E-06,C,0.354,-5.857,Major,0.0456,135.219,4-Apr,0.533,Alternative
51670,Angel Olsen,Shut Up Kiss Me,0BIWjcfsZAQ3yv1UNId568,56,0.0552,0.373,202200,0.63,0,G,0.107,-5.131,Major,0.0461,115.942,4-Apr,0.352,Alternative
51671,Earl Sweatshirt,Guild,1z4xjDLLWJgG48Bn8OCxZv,45,0.331,0.727,-1,0.274,7.73E-05,C#,0.0961,-15.7,Major,0.457,108.031,4-Apr,0.168,Alternative
51672,empty_field,Falling Autumn,6oRHRkQigTzJ3KwpO3XOV6,47,0.451,0.696,-1,0.462,1.13E-06,C#,0.103,-6.231,Minor,0.0485,131.107,4-Apr,0.252,Alternative
51673,empty_field,Army of Me,0Ri0LzOMJmqi9HGZE5cRYV,48,0.00786,0.462,234333,0.677,7.15E-05,F#,0.226,-9.262,Major,0.0327,172.192,4-Apr,0.468,Alternative
51674,Wild Nothing,Chinatown,1CsUH29MaAIMbfGh4FEG4w,53,0.0244,0.528,198843,0.678,0.000283,C#,0.0738,-5.309,Major,0.0279,126.03,4-Apr,0.16,Alternative
51675,Coda,Aun,18I1huIOZzLwdngfQ1TzYF,60,0.179,0.452,294333,0.49,0,D#,0.0845,-10.092,Major,0.0328,140.402,4-Apr,0.161,Alternative
51676,Three Days Grace,Nothing To Lose But You,6ZYy5Z5E03reWlt3hZuvXn,50,8.37E-05,0.585,-1,0.811,0,F#,0.137,-5.116,Minor,0.033,?,4-Apr,0.647,Alternative
51677,empty_field,The Vengeful One,5N3S3D1qbzpFpaqwcHctf2,62,0.000213,0.238,-1,0.967,1.18E-06,E,0.26,-2.602,Minor,0.136,170.128,4-Apr,0.58,Alternative
51678,empty_field,Electric Relaxation,0HKxQX6RBlHc5OoIWUvnT5,63,0.184,0.866,-1,0.534,0.266,B,0.0929,-9.201,Major,0.229,98.243,4-Apr,0.841,Alternative
51679,Welshly Arms,Indestructible,6vyFAHVKIsp3pdyhlOKMAz,54,0.0415,0.674,-1,0.611,1.13E-06,D,0.0726,-6.322,Minor,0.0363,175.929,4-Apr,0.782,Alternative
51680,empty_field,Ten Thousand Fists,5HNJ2SltHTcRhNvLLiP8L1,59,2.55E-05,0.54,212040,0.977,0.0553,C#,0.0533,-3.409,Major,0.0878,106.911,4-Apr,0.211,Alternative
51681,Nickelback,After The Rain,1WEm7tnFvK8JcpwZxTod6b,54,0.0684,0.536,214649,0.953,0,B,0.132,-4.689,Major,0.0365,142.02,4-Apr,0.725,Alternative
51682,MARINA,Power & Control,2khUO1FMaVvGagUJpUJIwt,42,0.00807,0.529,226480,0.9,0.00128,A,0.114,-4.941,Minor,0.0426,?,4-Apr,0.479,Alternative
51683,Empire of the Sun,Way To Go,7ziDBgvYJwvPTUCSZbxede,48,0.029,0.59,-1,0.867,5.77E-06,D,0.0654,-3.82,Major,0.0674,122.582,4-Apr,0.617,Alternative
51684,Jay Electronica,Exhibit C,1douFka1UBL0wsGMxXIkP5,47,0.0336,0.49,331440,0.818,0,F,0.378,-11.976,Minor,0.251,81.942,4-Apr,0.334,Alternative
51685,Volbeat,Room 24,2m7QTaFkY4n1EEqZyVvAPe,40,7.71E-06,0.166,306987,0.953,0.00824,C,0.244,-4.699,Major,0.137,79.273,3-Apr,0.193,Alternative
51686,311,Sever,6iLRFwirCeD375tVl76vjE,41,0.0103,0.553,283027,0.901,0.00312,C,0.0571,-6.202,Major,0.0454,?,4-Apr,0.617,Alternative
51687,empty_field,Sea Of Sorrow,6Z1uZAfUZI1NK46PAU8IIb,47,0.0378,0.272,348733,0.832,0,B,0.0655,-9.178,Major,0.0654,122.605,4-Apr,0.227,Alternative
51688,Kota the Friend,Nola (feat. Khary & Hello Oshay),4vrlAzi8v5r9JDvuJEnLxF,52,0.355,0.827,-1,0.6,0,G,0.0943,-8.352,Minor,0.238,118.015,4-Apr,0.784,Alternative
51689,empty_field,Holding On,2agURy6Jj70naGfDcrKkwY,49,0.035,0.789,199733,0.437,0.00336,F,0.12,-10.471,Minor,0.0338,120.013,4-Apr,0.634,Alternative
51690,Hawk Nelson,Diamonds,4vevTToT9Lz3SqmGIzzHJn,46,0.0358,0.641,181547,0.919,0,C,0.253,-4.324,Major,0.0447,104.996,4-Apr,0.654,Alternative
51691,NEEDTOBREATHE,HARD LOVE,29ASvTDYy1PtnoGyHvijFK,50,0.0231,0.387,214627,0.843,0,C,0.503,-4.221,Minor,0.0539,168.149,4-Apr,0.378,Alternative
51692,O.C.,Time's Up,52pf63kxGxmpN8LiyFXV9Z,52,0.162,0.664,205613,0.621,0.0694,D,0.353,-6.521,Major,0.0671,89.566,4-Apr,0.489,Alternative
51693,Three Days Grace,Landmine,0ESJlaM8CE1jRWaNtwSNj8,48,0.00159,0.518,205520,0.972,2.92E-06,G#,0.23,-4.161,Major,0.0794,131.913,4-Apr,0.311,Alternative
51694,The 1975,Sex,5wOtexCPYQVbvABq0pWllD,54,1.35E-05,0.403,-1,0.971,2.22E-05,D,0.488,-4.159,Major,0.112,?,4-Apr,0.184,Alternative
51695,Siouxsie and the Banshees,Spellbound,3DlRm5UM8iFQZC9Zt0k0nQ,52,0.0116,0.418,197013,0.835,0.000622,G,0.622,-11.016,Major,0.0383,148.569,4-Apr,0.29,Alternative
51696,Rawayana,#Sádico,4AbYfUcW5U3wkqt6Prp0Z2,52,0.274,0.805,344947,0.622,0.000838,C#,0.102,-10.902,Major,0.141,122.006,4-Apr,0.716,Alternative
51697,Noname,Window,0kn0L1N40Ek2d1RYIuGicc,46,0.743,0.337,278124,0.572,0.00178,C#,0.472,-9.468,Major,0.122,173.832,4-Apr,0.413,Alternative
51698,Ryan Trey,Break on Monday,3ODVK0Fo3FnaFno58AdfW9,52,0.852,0.425,-1,0.331,3.64E-05,F#,0.0971,-9.099,Major,0.0458,100.884,4-Apr,0.104,Alternative
51699,Rammstein,Mutter,1wGRSG94dLt8fIZWhR3rGG,49,0.0138,0.463,268600,0.627,0.000341,E,0.139,-6.519,Major,0.0353,?,4-Apr,0.0791,Alternative
51700,Kid Rock,God Bless Saturday,3svBKSy1pru9EEvnRrNqzf,41,0.00755,0.624,214373,0.813,0,E,0.168,-2.558,Major,0.0339,115.843,4-Apr,0.833,Alternative
51701,Sturgill Simpson,Living the Dream,0Em2XljAKp5THmpNvS83cp,48,0.101,0.53,231640,0.504,0.000633,F,0.106,-6.71,Major,0.0251,?,4-Apr,0.56,Alternative
51702,Freddie Gibbs,Automatic,51FHUASLdd5DpdFi2BAG61,49,0.0339,0.897,152000,0.583,3.04E-06,G#,0.349,-6.442,Major,0.219,?,4-Apr,0.314,Alternative
51703,NEEDTOBREATHE,Washed by the Water,0E2aqebeuCcUy3USkoDgVz,48,0.0708,0.458,-1,0.751,0.0105,B,0.169,-4.681,Major,0.032,140.895,4-Apr,0.387,Alternative
51704,Freddie Gibbs,Death Row (feat. 03 Greedo),4N9S6KXF5YJV5UH2fPY6aR,49,0.0901,0.902,142629,0.66,4.99E-06,G#,0.123,-5.939,Major,0.397,87.503,4-Apr,0.44,Alternative
51705,MGMT,She Works Out Too Much,5W7YROOF6bFfBexY81LFjt,50,0.00596,0.633,278387,0.919,0.273,F,0.43,-6.208,Minor,0.0343,147.97,4-Apr,0.805,Alternative
51706,for KING & COUNTRY,Amen,0M0FvSNRZmDz0Z769rewlI,52,0.00758,0.64,227013,0.469,0.000453,G,0.0711,-8.718,Major,0.0412,90.001,3-Apr,0.305,Alternative
51707,Atmosphere,The Loser Wins,5R34yWuK4EWjy3l6IAfMFJ,43,0.0493,0.695,216187,0.578,0.000136,D,0.257,-5.567,Major,0.133,?,4-Apr,0.476,Alternative
51708,Mat Kerekes,Direction,4DSIaN45JesvflRtHwEp2U,44,0.693,0.702,170307,0.859,0.00562,A#,0.112,-5.861,Major,0.0386,119.979,4-Apr,0.621,Alternative
51709,Kaiit,Miss Shiney,4bXo5s1XC6w9tLyOKykxSz,55,0.409,0.749,192000,0.566,0,C#,0.0918,-7.793,Major,0.268,72.008,5-Apr,0.795,Alternative
51710,Like A Storm,The Devil Inside,1TRibL6UoaiU3yEdqCQbgx,44,0.00105,0.509,259787,0.961,0.0149,F,0.115,-5.919,Major,0.116,97.985,4-Apr,0.327,Alternative
